"id","parentId","iNaturalistTaxonName","commonName","rank","iNaturalistTaxonImage","scientificName","scientificNameAuthorship","subtaxonAuthorship","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode","iNaturalistTaxonId","infraorder","nameStatus","inSummary"
75903,52701,Bromus inermis,"Smooth Brome",species,https://inaturalist-open-data.s3.amazonaws.com/photos/449379438/medium.jpeg,Bromus inermis,"Leyss.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,Bromus inermis,,,,exotic,SNA (2000),,2019-09-19,"Rikki Logan",iNaturalist,33037710,,2019-09-19,"Rikki Logan",iNaturalist,33037710,,1,new 2019,observed,"",75903,VAS,75903,,accepted,1
75909,52701,Bromus racemosus,"Bald Brome",species,https://inaturalist-open-data.s3.amazonaws.com/photos/500030604/medium.jpeg,Bromus racemosus,"L.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,Bromus racemosus,,,,native,SNA (2000),,2015-05-30,"Frank Lomer",UBC,V246599,,2015-05-30,"Frank Lomer",UBC,V246599,,1,reported,unobserved,"",75909,VAS,75909,,accepted,1
75915,52701,Bromus vulgaris,"columbia brome",species,https://inaturalist-open-data.s3.amazonaws.com/photos/8631896/medium.jpg,Bromus vulgaris,"(Hook.) Shear","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Bromeae,Bromus,Bromus vulgaris,,,,native,S5 (2015),,2015-05-30,"Frank Lomer",UBC,V246601,,2024-07-07,"Ben Keen",iNaturalist,227955839,,6,confirmed,observed,"",75915,VAS,75915,,accepted,1
75925,52713,Calamagrostis canadensis,"canadian bluejoint",species,https://static.inaturalist.org/photos/411545172/medium.jpeg,Calamagrostis canadensis,"(Michx.) P.Beauv.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Calamagrostis,Calamagrostis canadensis,,,,native,S5 (2020),,2004-08-12,"Nick Page",Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:10,,2024-06-28,"judith holm",iNaturalist,225972314,,20,confirmed,observed,"",75925,VAS,75925,,accepted,1
76005,49652,Cardamine pensylvanica,"Pennsylvania Bittercress",species,https://inaturalist-open-data.s3.amazonaws.com/photos/7916320/medium.jpg,Cardamine pensylvanica,"Muhl. ex Willd","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Cardamine,Cardamine pensylvanica,,,,native,S5 (2015),,1912-08-15,"John Davidson",UBC,V12583,,2023-08-26,"Cole Gaerber",iNaturalist,180774505,,6,confirmed,observed,"",76005,VAS,76005,,accepted,1
76340,72054,Cinna latifolia,"drooping woodreed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/300107743/medium.jpeg,Cinna latifolia,"(Trev. ex Goepp.) Griseb.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Cinna,Cinna latifolia,,,,native,S5 (2019),,1979-07-28,"C. Tay",RBCM,V148200,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:147,,3,reported,unobserved,"",76340,VAS,76340,,accepted,1
76606,72087,Dasiphora fruticosa,"shrubby cinquefoil",species,https://inaturalist-open-data.s3.amazonaws.com/photos/302097709/medium.jpeg,Dasiphora fruticosa,"(L.) Rydb.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Dasiphora,Dasiphora fruticosa,,,,native,S5 (2019),,1916-08-01,"F. Perry",UBC,V32950,,2022-08-08,"bee_wolfe",iNaturalist,130064006,,6,confirmed,observed,"",76606,VAS,76606,,accepted,1
76610,56727,Daucus carota,"wild carrot",species,https://inaturalist-open-data.s3.amazonaws.com/photos/7663971/medium.jpeg,Daucus carota,"L.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Daucus,Daucus carota,,,,exotic,SNA (2019),,2019-04-03,"Ben Keen",iNaturalist,21969383,,2024-08-04,"noraomosura",iNaturalist,233733135,,11,new 2019,observed,"",76610,VAS,76610,,accepted,1
76639,52723,Deschampsia cespitosa,"tufted hair grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/108225556/medium.jpeg,Deschampsia cespitosa,"(L.) P. Beauv.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Deschampsia,Deschampsia cespitosa,,,,native,S5 (2000),,2004-08-12,"Nick Page",Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:25,,2024-07-06,"Ben Keen",iNaturalist,227553325,,15,confirmed,observed,"",76639,VAS,76639,,accepted,1
76665,72097,Diplotaxis tenuifolia,"Perennial Wall-rocket",species,https://static.inaturalist.org/photos/325014845/medium.jpg,Diplotaxis tenuifolia,"(L.) DC.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Brassiceae,Diplotaxis,Diplotaxis tenuifolia,,,,exotic,SNA (2019),,2023-07-20,"spack",iNaturalist,173970851,,2023-07-20,"spack",iNaturalist,173970851,,1,new 2023,observed,"",76665,VAS,76665,,accepted,1
76687,55824,Draba albertina,"Slender Draba",species,https://inaturalist-open-data.s3.amazonaws.com/photos/3868456/medium.jpg,Draba albertina,"Greene","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Arabideae,Draba,Draba albertina,,,,native,S5 (2019),,1912-08-15,"John Davidson",UBC,V64031,,1912-08-15,"John Davidson",UBC,V64031,,1,reported,unobserved,"UBC: Helm Lake, Garibaldi  PP",76687,VAS,76687,,accepted,1
76701,55824,Draba lonchocarpa,"spear-fruited draba",species,https://inaturalist-open-data.s3.amazonaws.com/photos/15987512/medium.jpg,Draba lonchocarpa,"Rydb.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Arabideae,Draba,Draba lonchocarpa,,,,native,S5 (2019),,1965-07-01,"Bruce Fraser",UBC,V158275,,1965-07-01,"Bruce Fraser",UBC,V158275,,1,reported,unobserved,"UBC:  Garibaldi PP (location withheld)",76701,VAS,76701,,accepted,1
76707,55824,Draba praealta,"tall draba",species,https://inaturalist-open-data.s3.amazonaws.com/photos/393756/medium.jpg,Draba praealta,"Greene","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Arabideae,Draba,Draba praealta,,,,native,S5? (2019),,1967-06-24,"Pat Warrington",University of Lethbridge,,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:186,,2,reported,unobserved,"U Lethbridge: The Barrier, Garibaldi PP",76707,VAS,76707,,accepted,1
76716,72104,Drymocallis glandulosa,"sticky cinquefoil",species,https://inaturalist-open-data.s3.amazonaws.com/photos/383354887/medium.jpg,Drymocallis glandulosa,"(Lindley) Rydberg","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Drymocallis,Drymocallis glandulosa,,,,native,S5 (2015),,1913-06-15,"F. Perry",UBC,V80644,,2021-05-29,"Sean Daniels",iNaturalist,81990847,,4,confirmed,observed,"LGL record D. glandulosa var glandulosa Taxon 80678 is the only only variety of D. glandulosa known in BC",76716,VAS,76716,,accepted,1
76782,57022,Eleocharis palustris,"common spikerush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/169132999/medium.jpg,Eleocharis palustris,"(L.) Roem. & Schult.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Eleocharideae,Eleocharis,Eleocharis palustris,,,,native,S5 (2015),,1980-01-01,"L. Jones",RBCM,V199574,,2024-08-16,"Harry Hill",iNaturalist,236164067,,25,confirmed,observed,"",76782,VAS,76782,,accepted,1
77049,53396,Eriophyllum lanatum,"common woolly sunflower",species,https://inaturalist-open-data.s3.amazonaws.com/photos/109061861/medium.jpg,Eriophyllum lanatum,"(Pursh) Forbes","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Eriophyllum,Eriophyllum lanatum,,,,native,S5 (2015),,1976-07-01,"Murray Clark",UBC,V159787,,2024-06-12,"ldagincourt",iNaturalist,222324070,,56,confirmed,observed,"",77049,VAS,77049,,accepted,1
77135,57170,Festuca brachyphylla,"Shortleaf Fescue",species,https://inaturalist-open-data.s3.amazonaws.com/photos/462899430/medium.jpg,Festuca brachyphylla,"Schult. & Schult.f.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,Festuca brachyphylla,,,,native,S5 (2019),,1964-09-20,"Krajina, V.J. ; Brooke, R.C.",CMN,CAN 433523,,1964-09-20,"Krajina, V.J. ; Brooke, R.C.",CMN,CAN 433523,,1,reported,unobserved,"",77135,VAS,77135,,accepted,1
77155,50299,Fragaria virginiana,"Virginia strawberry",species,https://inaturalist-open-data.s3.amazonaws.com/photos/600014255/medium.jpg,Fragaria virginiana,"Mill.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,Fragaria virginiana,,,,native,S5 (2020),,1961-05-26,"Katherine I. Beamish, F. Vrugtman, C. Campbell",UBC,V141454,,2024-09-08,"Radu Scurtescu",iNaturalist,240712758,,76,confirmed,observed,"Collapsed infrataxa: Fragaria virginiana ssp. glauca and Fragaria virginiana ssp. platypetala",77155,VAS,77155,,accepted,1
77224,60958,Gamochaeta ustulata,"featherweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/113236768/medium.jpeg,Gamochaeta ustulata,"(Nutt.) Holub","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Gamochaeta,Gamochaeta ustulata,,,,unknown,SU (2019),,2015-06-06,"Steve Ansell",iNaturalist,66763630,,2024-08-21,"Yann Kemper",iNaturalist,237920768,,27,confirmed,observed,"",77224,VAS,77224,,accepted,1
77244,56348,Gentiana sceptrum,"king's scepter gentian",species,https://inaturalist-open-data.s3.amazonaws.com/photos/313894294/medium.jpg,Gentiana sceptrum,"Griseb.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,Gentianeae,Gentiana,Gentiana sceptrum,,,,native,S5 (2000),,2016-08-10,"Harry Hill",iNaturalist,181221705,,2024-09-21,"Harry Hill",iNaturalist,243223924,,19,new 2016,observed,"",77244,VAS,77244,,accepted,1
77427,52794,Holcus mollis,"creeping velvet grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/409425154/medium.jpeg,Holcus mollis,"L.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Holcus,Holcus mollis,,,,exotic,SNA (2019),,2024-06-01,"judith holm",iNaturalist,219855743,,2024-06-01,"judith holm",iNaturalist,219855743,,1,new 2024,observed,"",77427,VAS,77427,,accepted,1
77484,52761,Hypericum scouleri,"Scouler's St. John's wort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/106957767/medium.jpg,Hypericum scouleri,"Hook.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Hypericaceae,,Hypericeae,Hypericum,Hypericum scouleri,,,,native,S5 (2019),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:278,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:278,,1,new 2020,unobserved,"",77484,VAS,77484,,accepted,1
77616,53106,Lactuca biennis,"tall blue lettuce",species,https://inaturalist-open-data.s3.amazonaws.com/photos/3120987/medium.jpg,Lactuca biennis,"(Moench) Fernald","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Lactuca,Lactuca biennis,,,,native,S5 (2019),,2020-07-02,"eschott",iNaturalist,52728175,,2021-07-04,"Gwen L'Hirondelle",iNaturalist,85917081,,7,new 2020,observed,"",77616,VAS,77616,,accepted,1
77663,47203,Lepidium campestre,"field peppergrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/39438427/medium.jpeg,Lepidium campestre,"(L.) W.T. Aiton","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,Lepidium campestre,,,,exotic,SNA (2019),,2018-06-24,"Colin Barrows",iNaturalist,13970904,,2022-10-07,"Jackson W.F. Chu",iNaturalist,137931870,,21,new 2018,observed,"",77663,VAS,77663,,accepted,1
77669,47203,Lepidium heterophyllum,"Smith's Cress",species,https://static.inaturalist.org/photos/22188245/medium.jpeg,Lepidium heterophyllum,"Benth.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,Lepidium heterophyllum,,,,exotic,SNA (2019),,2019-08-11,"Ben Keen",iNaturalist,30649049,,2024-07-17,"John Martin",iNaturalist,230222572,,27,new 2019,observed,"",77669,VAS,77669,,accepted,1
77744,48928,Lilium columbianum,"Columbia lily",species,https://inaturalist-open-data.s3.amazonaws.com/photos/524734292/medium.jpg,Lilium columbianum,"Leichtlin","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Lilioideae,Lilieae,Lilium,Lilium columbianum,,,,native,S5 (2015),,1913-08-01,"John Davidson",UBC,V63199,,2024-07-30,"J+A Merondun",iNaturalist,232732359,,259,confirmed,observed,"",77744,VAS,77744,,accepted,1
77915,60208,Lycopus uniflorus,"northern bugleweed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/1059869/medium.JPG,Lycopus uniflorus,"Michx.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,Lycopus uniflorus,,,,native,S5 (2015),,1915-08-01,"Fred Perry",UBC,V49211,,2024-09-19,"Ben Keen",iNaturalist,242801236,,41,confirmed,observed,"",77915,VAS,77915,,accepted,1
77991,54570,Mentha canadensis,"Canada mint",species,https://static.inaturalist.org/photos/226556094/medium.jpg,Mentha canadensis,"L.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,Mentha canadensis,,,,native,S5,,2020-07-14,"Ben Keen",iNaturalist,53116685,,2024-07-10,"jane_lakes",iNaturalist,228684210,,6,new 2020,observed,"",77991,VAS,77991,,accepted,1
78174,54332,Nasturtium officinale,"watercress",species,https://inaturalist-open-data.s3.amazonaws.com/photos/203236672/medium.jpeg,Nasturtium officinale,"W.T. Aiton","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Nasturtium,Nasturtium officinale,,,,exotic,SNA (2000),,2020-10-21,"Gwen L'Hirondelle",iNaturalist,65164563,,2022-07-04,"Radu Scurtescu",iNaturalist,124846361,,8,new 2020,observed,"UBC:  Brackendale",78174,VAS,78174,,accepted,1
78294,53167,Osmorhiza depauperata,"blunt-fruited sweet-cicely",species,https://inaturalist-open-data.s3.amazonaws.com/photos/521554847/medium.jpg,Osmorhiza depauperata,"Phil.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,Osmorhiza depauperata,,,,native,S5 (2015),,1966-07-29,"B. Fraser",UBC,V161002,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:370,,2,reported,unobserved,"UBC:  Garibaldi PP Sphinx Gl foreland",78294,VAS,78294,,accepted,1
78295,53167,Osmorhiza occidentalis,"Western Sweet-cicely",species,https://inaturalist-open-data.s3.amazonaws.com/photos/445001/medium.jpeg,Osmorhiza occidentalis,"(Nutt. ex Torr.& A.Gray). Torr.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,Osmorhiza occidentalis,,,,native,S4,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:371,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:371,,1,new 2020,unobserved,"",78295,VAS,78295,,accepted,1
78296,53167,Osmorhiza purpurea,"Purple Sweet-cicely",species,https://inaturalist-open-data.s3.amazonaws.com/photos/178241762/medium.jpg,Osmorhiza purpurea,"(J.M. Coult. & Rose) Suksd.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,Osmorhiza purpurea,,,,native,S5 (2000),,1961-08-23,"E.B. Petersen",UBC,V97808,,2024-04-27,"judith holm",iNaturalist,210599082,,16,confirmed,observed,"",78296,VAS,78296,,accepted,1
78327,54923,Packera pauciflora,"alpine groundsel",species,https://inaturalist-open-data.s3.amazonaws.com/photos/318535967/medium.jpg,Packera pauciflora,"(Pursh) Á. Löve & D. Löve","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Packera,Packera pauciflora,,,,native,S5 (2000),,1917-08-07,"John Davidson",UBC,V11430,,2023-07-30,"inatter",iNaturalist,190566351,,9,confirmed,observed,"UBC:  Garibaldi PP Warren Gl foreland",78327,VAS,78327,,accepted,1
78337,60301,Panicum capillare,"witch grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/297637091/medium.jpeg,Panicum capillare,"L.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Panicum,Panicum capillare,,,,native,S5 (2019),,2020-08-29,"Bruce McTaggart",iNaturalist,58052913,,2024-09-04,"Nic N.",iNaturalist,239904169,,2,new 2020,observed,"",78337,VAS,78337,,accepted,1
78340,60301,Panicum miliaceum,"Proso Millet",species,https://inaturalist-open-data.s3.amazonaws.com/photos/436906957/medium.jpeg,Panicum miliaceum,"Blanco","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Panicum,Panicum miliaceum,,,,exotic,SNA (2012),,2007-08-16,"Kendrick L. Marr",CPNWH,2528372,,2007-08-16,"Kendrick L. Marr",CPNWH,2528372,,1,reported,unobserved,"",78340,VAS,78340,,accepted,1
78452,61787,Persicaria hydropiper,"waterpepper",species,https://inaturalist-open-data.s3.amazonaws.com/photos/238043925/medium.jpg,Persicaria hydropiper,"(L.) Spach","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,Persicaria hydropiper,,,,exotic,SNA (2019),,2020-07-25,"Bonnie Fairbairn",iNaturalist,54311640,,2024-08-25,"andreamcdonald28",iNaturalist,237960000,,4,new 2020,observed,"",78452,VAS,78452,,accepted,1
78453,61787,Persicaria hydropiperoides,"swamp smartweed",species,https://static.inaturalist.org/photos/553514583/medium.jpg,Persicaria hydropiperoides,"(Michx.) Small","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,Persicaria hydropiperoides,,,,native,S4S5 (2019),,2020-08-25,"Austin Tahiliani",iNaturalist,57613706,,2023-08-17,"judith holm",iNaturalist,178946940,,2,new 2020,observed,"",78453,VAS,78453,,accepted,1
78540,57193,Phleum alpinum,"Alpine Timothy",species,https://inaturalist-open-data.s3.amazonaws.com/photos/225222190/medium.jpg,Phleum alpinum,"L.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Phleum,Phleum alpinum,,,,native,S5 (2015),,1956-08-07,"Vernon C. Brink",UBC,V55985,,2023-08-10,"judith holm",iNaturalist,177941082,,11,confirmed,observed,"",78540,VAS,78540,,accepted,1
78647,52809,Poa macrantha,"Largeflower Dune Bluegrass",species,https://static.inaturalist.org/photos/322962571/medium.jpeg,Poa macrantha,"Vasey","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Poa,Poa macrantha,,,,native,S4S4,,1912-04-10,"F. James",UBC,V20364,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:413,,2,reported,unobserved,"",167090,VAS,78647,,accepted,1
78725,53186,Potentilla drummondii,"Drummond's cinquefoil",species,https://inaturalist-open-data.s3.amazonaws.com/photos/292771503/medium.jpg,Potentilla drummondii,"Lehm.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,Potentilla drummondii,,,,native,S5 (2019),,2023-08-04,"chelsl",iNaturalist,232309952,,2023-08-04,"chelsl",iNaturalist,232309952,,1,new 2023,observed,"",78725,VAS,78725,,accepted,1
78726,53186,Potentilla flabellifolia,"fan-foil",species,https://inaturalist-open-data.s3.amazonaws.com/photos/21097750/medium.jpg,Potentilla flabellifolia,"Hook. ex Torr. & A. Gray","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,Potentilla flabellifolia,,,,native,S4 (2001),,1914-07-01,"W. Taylor",UBC,V32938,,2024-08-27,"stem57",iNaturalist,239913797,,15,confirmed,observed,"UBC: Garibaldi 'district'",78726,VAS,78726,,accepted,1
78765,53078,Pseudognaphalium thermale,"Northwestern rabbit-tobacco",species,https://inaturalist-open-data.s3.amazonaws.com/photos/426566375/medium.jpg,Pseudognaphalium thermale,"(E. E. Nelson) G. L. Nesom","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Pseudognaphalium,Pseudognaphalium thermale,,,,native,S4S5 (2015),,1963-08-02,"Katherine I. Beamish",UBC,V103772,,2024-07-06,"Janae",iNaturalist,227884076,,6,confirmed,observed,"",78765,VAS,78765,,accepted,1
78785,60311,Puccinellia pumila,"dwarf alkali grass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/396350199/medium.jpg,Puccinellia pumila,"(Macoun ex Vasey) Hitchc.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Puccinellia,Puccinellia pumila,,,,native,S5 (2019),,2018-07-14,"Frank Lomer, Judith Holm",UBC,V253208,,2018-07-14,"Frank Lomer, Judith Holm",UBC,V253208,,1,new 2018,unobserved,"",78785,VAS,78785,,accepted,1
78876,54677,Rorippa curvipes,"Rocky Mountain Yellowcress",species,https://inaturalist-open-data.s3.amazonaws.com/photos/98460223/medium.jpg,Rorippa curvipes,"Greene","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Rorippa,Rorippa curvipes,,,,native,S5 (2019),,1944-08-25,"Hardy, G.A.",DAO,14699,,1944-08-25,"Hardy, G.A.",DAO,14699,,1,reported,unobserved,"",78876,VAS,78876,,accepted,1
78893,47544,Rubus nivalis,"snow dwarf bramble",species,https://inaturalist-open-data.s3.amazonaws.com/photos/18267727/medium.jpg,Rubus nivalis,"Douglas ex Hook.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus nivalis,,,,native,S3S4 (2018),,2003-05-25,"Paul Kroeger",UBC,V219244,,2023-09-14,"Harry Hill",iNaturalist,183292898,,10,confirmed,observed,"UBC:  Mt. Elphinstone slopes",78893,VAS,78893,,accepted,1
78931,52617,Salicornia pacifica,"Pacific Glasswort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/226636196/medium.jpg,Salicornia pacifica,"Standl.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Salicornioideae,Salicornieae,Salicornia,Salicornia pacifica,,,,native,S5 (2019),,2022-07-09,"davidgshore",iNaturalist,125482692,,2022-07-09,"davidgshore",iNaturalist,125482692,,1,new 2022,observed,"",78931,VAS,78931,,accepted,1
78985,55434,Saxifraga cespitosa,"tufted saxifrage",species,https://inaturalist-open-data.s3.amazonaws.com/photos/227955/medium.jpg,Saxifraga cespitosa,"L.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Saxifrageae,Saxifraga,Saxifraga cespitosa,,,,native,S4 (2015),,1916-08-06,"F. Perry",UBC,V138424,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:494,,5,reported,unobserved,"UBC:  Garibaldi PP Sentinel Gl foreland",78985,VAS,78985,,accepted,1
79002,49371,Scirpus cyperinus,"woolgrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/9233128/medium.jpeg,Scirpus cyperinus,"(L.) Kunth","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Scirpeae,Scirpus,Scirpus cyperinus,,,,native,SU (2019),,2023-08-03,"inatter",iNaturalist,176505264,,2023-09-24,"Finn McGhee",iNaturalist,186596976,,3,new 2023,observed,"",79002,VAS,79002,,accepted,1
79021,72355,Secale cereale,"rye",species,https://inaturalist-open-data.s3.amazonaws.com/photos/8346266/medium.jpeg,Secale cereale,"L.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Secale,Secale cereale,,,,exotic,SNA (2019),,2024-06-15,"Radu Scurtescu",iNaturalist,223029810,,2024-07-23,"Bentley Colwill",iNaturalist,233290184,,3,new 2024,observed,"",79021,VAS,79021,,accepted,1
