scientificName,linkName,linkTaxonID,taxonRank,reportingStatus,direct_solow_pp,phylum,iNaturalistTaxonId,iNaturalistTaxonName,kingdom,subphylum,class,subclass,superorder,order,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,nameStatus
Stachys cooleyae,Stachys chamissonis cooleyae; Stachys chamissonis,52627; 52625,species,confirmed,1,Tracheophyta,52627,Stachys chamissonis cooleyae,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,chamissonis,,Stachys chamissonis cooleyae,invalid
Stachys mexicana,Stachys mexicana,79191,species,confirmed,1,Tracheophyta,79191,Stachys mexicana,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,mexicana,,,accepted
Stellaria borealis ssp. sitchana,Stellaria sitchana; Stellaria borealis sitchana,1417248,subspecies,confirmed,0.852713178294574,Tracheophyta,1417248,Stellaria sitchana,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,sitchana,,,unaccepted
Stellaria crispa,Stellaria crispa,79201,species,confirmed,1,Tracheophyta,79201,Stellaria crispa,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,crispa,,,accepted
Stellaria longipes ssp. longipes,Stellaria longipes,79203,species,unconfirmed,0.237410071942446,Tracheophyta,80222,Stellaria longipes longipes,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,longipes,Stellaria longipes longipes,,accepted
Stellaria media,Stellaria media,53298,complex,confirmed,1,Tracheophyta,1087592,Stellaria media,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,media,,,accepted
Stellaria neglecta,Stellaria neglecta,79204,species,new,1,Tracheophyta,79204,Stellaria neglecta,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,neglecta,,,accepted
Stellaria nitens,Stellaria nitens,57007,species,confirmed,1,Tracheophyta,57007,Stellaria nitens,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,nitens,,,accepted
Stellaria pallida,Stellaria apetala,867483,species,new,0.35,Tracheophyta,867483,Stellaria apetala,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,apetala,,,unaccepted
Streptopus amplexifolius,Streptopus amplexifolius,79273,species,confirmed,1,Tracheophyta,79273,Streptopus amplexifolius,Plantae,Angiospermae,Liliopsida,,,Liliales,,,Liliaceae,Streptopoideae,,Streptopus,amplexifolius,,,accepted
Struthiopteris spicant,Struthiopteris spicant,774894,species,new,1,Tracheophyta,774894,Struthiopteris spicant,Plantae,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Blechnaceae,,,Struthiopteris,spicant,,,accepted
Symphoricarpos albus,Symphoricarpos albus,48523,species,confirmed,1,Tracheophyta,48523,Symphoricarpos albus,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,albus,,,accepted
Symphoricarpos mollis var. hesperius,Symphoricarpos mollis hesperius,778403,species,confirmed,0.982456140350877,Tracheophyta,778403,Symphoricarpos mollis hesperius,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,mollis,,Symphoricarpos mollis hesperius,accepted
Symphyotrichum bracteolatum,Symphyotrichum bracteolatum,79295,species,unconfirmed,0.575539568345324,Tracheophyta,79295,Symphyotrichum bracteolatum,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,bracteolatum,,,accepted
Symphyotrichum chilense,Symphyotrichum chilense,56861,species,confirmed,,Tracheophyta,56861,Symphyotrichum chilense,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,chilense,,,accepted
Symphyotrichum novi-belgii var. novi-belgii,Symphyotrichum novi-belgii,169474,species,new,0.857142857142857,Tracheophyta,243162,Symphyotrichum novi-belgii novi-belgii,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,novi-belgii,,Symphyotrichum novi-belgii novi-belgii,accepted
Symphyotrichum subspicatum,Symphyotrichum subspicatum,79303,species,confirmed,1,Tracheophyta,79303,Symphyotrichum subspicatum,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,subspicatum,,,accepted
Symphytum officinale,Symphytum officinale,55724,species,confirmed,1,Tracheophyta,55724,Symphytum officinale,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,Boragineae,Symphytum,officinale,,,accepted
Tamarix parviflora,Tamarix parviflora,56011,species,confirmed,0.96875,Tracheophyta,56011,Tamarix parviflora,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Tamaricaceae,,,Tamarix,parviflora,,,accepted
Tamarix ramosissima,Tamarix ramosissima,56015,species,new,0.833333333333333,Tracheophyta,56015,Tamarix ramosissima,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Tamaricaceae,,,Tamarix,ramosissima,,,accepted
Tanacetum parthenium,Tanacetum parthenium,54520,species,confirmed,1,Tracheophyta,54520,Tanacetum parthenium,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,parthenium,,,accepted
Tanacetum vulgare,Tanacetum vulgare,55971,species,new,1,Tracheophyta,55971,Tanacetum vulgare,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,vulgare,,,accepted
Taraxacum erythrospermum,Taraxacum erythrospermum,79317,species,new,1,Tracheophyta,79317,Taraxacum erythrospermum,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,erythrospermum,,,accepted
Taraxacum officinale,Taraxacum officinale,47602,species,confirmed,1,Tracheophyta,47602,Taraxacum officinale,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,officinale,,,accepted
Taxus baccata,Taxus baccata,47553,species,confirmed,1,Tracheophyta,47553,Taxus baccata,Plantae,,Pinopsida,,,Pinales,,,Taxaceae,,,Taxus,baccata,,,accepted
Taxus brevifolia,Taxus brevifolia,55209,species,confirmed,1,Tracheophyta,55209,Taxus brevifolia,Plantae,,Pinopsida,,,Pinales,,,Taxaceae,,,Taxus,brevifolia,,,accepted
Taxus cuspidata,Taxus cuspidata,133386,species,confirmed,1,Tracheophyta,133386,Taxus cuspidata,Plantae,,Pinopsida,,,Pinales,,,Taxaceae,,,Taxus,cuspidata,,,accepted
Teesdalia nudicaulis,Teesdalia nudicaulis,79325,species,confirmed,1,Tracheophyta,79325,Teesdalia nudicaulis,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Iberideae,Teesdalia,nudicaulis,,,accepted
Tellima grandiflora,Tellima grandiflora,51655,species,confirmed,1,Tracheophyta,51655,Tellima grandiflora,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tellima,grandiflora,,,accepted
Teucrium hircanicum,Teucrium hircanicum,406465,species,new,1,Tracheophyta,406465,Teucrium hircanicum,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Ajugoideae,,Teucrium,hircanicum,,,accepted
Thalictrum occidentale,Thalictrum occidentale,79343,species,new,1,Tracheophyta,79343,Thalictrum occidentale,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,Thalictrum,occidentale,,,accepted
Thinopyrum intermedium,Thinopyrum intermedium,155848,species,new,0.833333333333333,Tracheophyta,155848,Thinopyrum intermedium,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Thinopyrum,intermedium,,,accepted
Thlaspi arvense,Thlaspi arvense,79358,species,confirmed,0.992248062015504,Tracheophyta,79358,Thlaspi arvense,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Thlaspideae,Thlaspi,arvense,,,accepted
Thuja plicata,Thuja plicata,48252,species,confirmed,1,Tracheophyta,48252,Thuja plicata,Plantae,,Pinopsida,,,Pinales,,,Cupressaceae,Cupressoideae,,Thuja,plicata,,,accepted
Thymus pulegioides,Thymus pulegioides,169753,species,new,0.666666666666667,Tracheophyta,169753,Thymus pulegioides,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Thymus,pulegioides,,,accepted
Thysanocarpus curvipes,Thysanocarpus curvipes,58088,species,confirmed,1,Tracheophyta,58088,Thysanocarpus curvipes,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Thelypodieae,Thysanocarpus,curvipes,,,accepted
Tiarella trifoliata,Tiarella trifoliata,51643,species,confirmed,1,Tracheophyta,51643,Tiarella trifoliata,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,,,accepted
Tiarella trifoliata var. laciniata,Tiarella trifoliata laciniata,51650,variety,new,0.75,Tracheophyta,51650,Tiarella trifoliata laciniata,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,,Tiarella trifoliata laciniata,accepted
Tiarella trifoliata var. trifoliata,Tiarella trifoliata trifoliata,51649,variety,new,0.833333333333333,Tracheophyta,51649,Tiarella trifoliata trifoliata,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,,Tiarella trifoliata trifoliata,accepted
Tiarella trifoliata var. unifoliata,Tiarella trifoliata unifoliata,,,unconfirmed,0.0863309352517986,Tracheophyta,81427,Tiarella trifoliata unifoliata,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,,Tiarella trifoliata unifoliata,accepted
Tolmiea menziesii,Tolmiea menziesii,128848,species,confirmed,1,Tracheophyta,128848,Tolmiea menziesii,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tolmiea,menziesii,,,accepted
Torilis arvensis ssp. arvensis,Torilis arvensis,56846,species,new,0.833333333333333,Tracheophyta,181580,Torilis arvensis arvensis,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Torilis,arvensis,Torilis arvensis arvensis,,accepted
Torreyochloa pallida var. pauciflora,Torreyochloa pallida; Torreyochloa pallida pauciflora,79374; 81431,variety,confirmed,0.991071428571429,Tracheophyta,81431,Torreyochloa pallida pauciflora,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Torreyochloa,pallida,,Torreyochloa pallida pauciflora,accepted
Toxicodendron diversilobum,Toxicodendron diversilobum,51080,species,confirmed,1,Tracheophyta,51080,Toxicodendron diversilobum,Plantae,Angiospermae,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,Toxicodendron,diversilobum,,,accepted
Toxicoscordion venenosum var. venenosum,Toxicoscordion venenosum; Toxicoscordion venenosum venenosum,59087; 81432,variety,confirmed,1,Tracheophyta,81432,Toxicoscordion venenosum venenosum,Plantae,Angiospermae,Liliopsida,,,Liliales,,,Melanthiaceae,,Melanthieae,Toxicoscordion,venenosum,,Toxicoscordion venenosum venenosum,accepted
Tragopogon dubius,Tragopogon dubius,54143,species,new,0.875,Tracheophyta,54143,Tragopogon dubius,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Tragopogon,dubius,,,accepted
Tragopogon porrifolius,Tragopogon porrifolius,54141,species,confirmed,1,Tracheophyta,54141,Tragopogon porrifolius,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Tragopogon,porrifolius,,,accepted
Tragopogon pratensis,Tragopogon pratensis,79385,species,new,0.666666666666667,Tracheophyta,79385,Tragopogon pratensis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Tragopogon,pratensis,,,accepted
Trautvetteria caroliniensis,Trautvetteria caroliniensis,79387,species,new,0.857142857142857,Tracheophyta,79387,Trautvetteria caroliniensis,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Trautvetteria,caroliniensis,,,accepted
Trifolium arvense,Trifolium arvense,79408,species,new,1,Tracheophyta,79408,Trifolium arvense,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,arvense,,,accepted
Trifolium campestre,Trifolium campestre,57076,species,confirmed,1,Tracheophyta,57076,Trifolium campestre,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,campestre,,,accepted
Trifolium depauperatum var. depauperatum,Trifolium depauperatum; Trifolium depauperatum depauperatum,58164; 64176,variety,confirmed,1,Tracheophyta,64176,Trifolium depauperatum depauperatum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,depauperatum,,Trifolium depauperatum depauperatum,accepted
Trifolium dichotomum,Trifolium dichotomum,61179,species,unconfirmed,0.158273381294964,Tracheophyta,61179,Trifolium dichotomum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dichotomum,,,accepted
Trifolium dubium,Trifolium dubium,53313,species,confirmed,1,Tracheophyta,53313,Trifolium dubium,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dubium,,,accepted
Trifolium fragiferum ssp. bonannii,Trifolium fragiferum,58167,species,confirmed,1,Tracheophyta,858970,Trifolium fragiferum bonannii,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,fragiferum,Trifolium fragiferum bonannii,,accepted
Trifolium glomeratum,Trifolium glomeratum,61021,species,new,0.869565217391304,Tracheophyta,61021,Trifolium glomeratum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,glomeratum,,,accepted
Trifolium gracilentum,Trifolium gracilentum,,,,,Tracheophyta,58165,Trifolium gracilentum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,gracilentum,,,accepted
Trifolium hybridum,Trifolium hybridum,61824,species,confirmed,0.981818181818182,Tracheophyta,61824,Trifolium hybridum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,hybridum,,,accepted
Trifolium incarnatum,Trifolium incarnatum,64268,species,new,1,Tracheophyta,64268,Trifolium incarnatum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,incarnatum,,,accepted
Trifolium microcephalum,Trifolium microcephalum,58911,species,confirmed,,Tracheophyta,58911,Trifolium microcephalum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microcephalum,,,accepted
Trifolium microdon,Trifolium microdon,57079,species,confirmed,1,Tracheophyta,57079,Trifolium microdon,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microdon,,,accepted
Trifolium oliganthum,Trifolium oliganthum,71122,species,confirmed,,Tracheophyta,71122,Trifolium oliganthum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,oliganthum,,,accepted
Trifolium pratense,Trifolium pratense,51875,species,confirmed,1,Tracheophyta,51875,Trifolium pratense,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,pratense,,,accepted
Trifolium repens,Trifolium repens,55745,species,confirmed,1,Tracheophyta,55745,Trifolium repens,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,repens,,,accepted
Trifolium striatum,Trifolium striatum,79432,species,new,0.947368421052632,Tracheophyta,79432,Trifolium striatum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,striatum,,,accepted
Trifolium subterraneum,Trifolium subterraneum,60201,species,confirmed,1,Tracheophyta,60201,Trifolium subterraneum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,subterraneum,,,accepted
Trifolium variegatum,Trifolium variegatum,57080,species,confirmed,,Tracheophyta,57080,Trifolium variegatum,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,variegatum,,,accepted
Trifolium willdenovii,Trifolium willdenovii,57081,species,confirmed,,Tracheophyta,57081,Trifolium willdenovii,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,willdenovii,,,accepted
Trifolium wormskioldii,Trifolium wormskioldii,71146,species,confirmed,0.959183673469388,Tracheophyta,71146,Trifolium wormskioldii,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,wormskioldii,,,accepted
Triglochin concinna var. concinna,Triglochin concinna; Triglochin concinna concinna,79435; 81439,variety,unconfirmed,0.647482014388489,Tracheophyta,81439,Triglochin concinna concinna,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Juncaginaceae,,,Triglochin,concinna,,Triglochin concinna concinna,accepted
Triglochin maritima,Triglochin maritima,60264,species,confirmed,1,Tracheophyta,60264,Triglochin maritima,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Juncaginaceae,,,Triglochin,maritima,,,accepted
Triglochin scilloides,Triglochin scilloides,,,unconfirmed,0.136690647482014,Tracheophyta,79437,Triglochin scilloides,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Juncaginaceae,,,Triglochin,scilloides,,,accepted
Trillium ovatum var. ovatum,Trillium ovatum; Trillium ovatum ovatum,49463; 63972,variety,confirmed,1,Tracheophyta,63972,Trillium ovatum ovatum,Plantae,Angiospermae,Liliopsida,,,Liliales,,,Melanthiaceae,,Parideae,Trillium,ovatum,,Trillium ovatum ovatum,accepted
Triodanis perfoliata ssp. perfoliata,Triodanis perfoliata,64293,species,unconfirmed,0.775193798449612,Tracheophyta,64293,Triodanis perfoliata,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,,Triodanis,perfoliata,,,unaccepted
Triphysaria pusilla,Triphysaria pusilla,57276,species,confirmed,1,Tracheophyta,57276,Triphysaria pusilla,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Triphysaria,pusilla,,,accepted
Triphysaria versicolor ssp. versicolor,Triphysaria versicolor; Triphysaria versicolor versicolor,60735; 60736,subspecies,confirmed,1,Tracheophyta,60736,Triphysaria versicolor versicolor,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Triphysaria,versicolor,Triphysaria versicolor versicolor,,accepted
Tripleurospermum inodorum,Tripleurospermum inodorum,79441,species,confirmed,1,Tracheophyta,79441,Tripleurospermum inodorum,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Tripleurospermum,inodorum,,,accepted
Trisetum canescens,Trisetum canescens; Graphephorum canescens,1538928,species,unconfirmed,0.807228915662651,Tracheophyta,1538928,Graphephorum canescens,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Graphephorum,canescens,,,unaccepted
Trisetum cernuum,Trisetum cernuum; Graphephorum cernuum,1538926,species,confirmed,0.963636363636364,Tracheophyta,1538926,Graphephorum cernuum,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Graphephorum,cernuum,,,unaccepted
Triteleia grandiflora,Triteleia grandiflora,79452,species,confirmed,1,Tracheophyta,79452,Triteleia grandiflora,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,,Triteleia,grandiflora,,,accepted
Triteleia hyacinthina,Triteleia hyacinthina,57132,species,confirmed,1,Tracheophyta,57132,Triteleia hyacinthina,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,,Triteleia,hyacinthina,,,accepted
Triticum aestivum,Triticum aestivum,64161,species,new,1,Tracheophyta,64161,Triticum aestivum,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Triticum,aestivum,,,accepted
Tsuga heterophylla,Tsuga heterophylla,48254,species,confirmed,1,Tracheophyta,48254,Tsuga heterophylla,Plantae,,Pinopsida,,,Pinales,,,Pinaceae,Abietoideae,,Tsuga,heterophylla,,,accepted
Tsuga mertensiana,Tsuga mertensiana,68089,species,confirmed,0.987012987012987,Tracheophyta,68089,Tsuga mertensiana,Plantae,,Pinopsida,,,Pinales,,,Pinaceae,Abietoideae,,Tsuga,mertensiana,,,accepted
Turritis glabra,Turritis glabra,79460,species,confirmed,1,Tracheophyta,79460,Turritis glabra,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Turritideae,Turritis,glabra,,,accepted
Tussilago farfara,Tussilago farfara,56222,species,new,0.833333333333333,Tracheophyta,56222,Tussilago farfara,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Tussilago,farfara,,,accepted
Typha × glauca,Typha × glauca,181686,hybrid,new,0.5,Tracheophyta,181686,Typha × glauca,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Typha,,,,accepted
Typha angustifolia,Typha angustifolia,60316,species,new,1,Tracheophyta,60316,Typha angustifolia,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Typha,angustifolia,,,accepted
Typha latifolia,Typha latifolia,48685,species,confirmed,1,Tracheophyta,48685,Typha latifolia,Plantae,Angiospermae,Liliopsida,,,Poales,,,Typhaceae,,,Typha,latifolia,,,accepted
