"","review_status","TO_REVIEW","taxonName","is_doubtful","is_persisting_or_waif","is_planted","critical_comments","reviewed_by","OriginalSaanichComment","HJ_comment","FPNW_comment","RevisedComment","HJ_AdditionsDeletionsTo_OriginalSaanichComment","linkName","confidence","has_voucher","n_total","n_research_grade","n_preserved_specimen","n_human_observation","n_unspecified","per_needs_id","regionally_confirmed","introduction_status","first_record_date","first_record_observer","first_record_source","first_record_ID","first_record_location","last_record_date","last_record_observer","last_record_source","last_record_ID","last_record_location","found_in_cat","found_in_cat_research_grade","commonName","family","taxonRank","linkTaxonID","annotation_status","CategoricalAbundanceProposed2026","Trend1970to2026"
"42","in progress","yes","Coreopsis tinctoria","no","no","no","Likely occassional escapee from cultivation. Only one iNat obs that does not look planted. (EM).","EM",NA,NA,NA,NA,NA,"Coreopsis tinctoria","medium-high","yes",2,1,0,0,0,50,"yes","native","2007-07-13","Kendrick Marr","RBCM","RBCM:Botany:V201499","Langford: Highway 1 median, SE of Highlands exit (to Bear Mountain)","2007-07-29","Kendrick Marr","RBCM","RBCM:Botany:V201499","Langford: Highway 1 median, SE of Highlands exit (to Bear Mountain)","yes","yes","Plains Coreopsis","Asteraceae","species","76445","complete",NA,NA
"43","in progress","yes","Cotoneaster salicifolius","no","no","no","Assign to Cotoneaster spp.? Planted or persisting? (EM)","EM",NA,NA,NA,NA,NA,"Cotoneaster salicifolius","medium-high","no",57,18,0,0,0,68.42,"yes","exotic","2019-10-13","Michel Labossiere","iNaturalist","https://www.inaturalist.org/observations/33773233","48.446252, -123.350283","2025-04-23","Javad","iNaturalist","https://www.inaturalist.org/observations/272510228","48.434558, -123.475051","yes","yes","Willow-Leaved Cotoneaster","Rosaceae","species","337820","complete",NA,NA
"44","in progress","yes","Cynodon dactylon var. dactylon","no","no","no","Note: See digital photo of specimen label where the collector is J.R. Anderson not Fletcher. TL","TL","Native of Europe; rare; known only from the Outer Wharf, where it was collected by J. Fletcher in 1898 and Braefoot, Saanich, by G. A. Hardy in 1943. (Panicum dactylon L.)","Known only from the Outer Wharf, where it was collected by J. Fletcher in 1898 and Braefoot, Saanich, by G. A. Hardy in 1943.",NA,"Known only from the Outer Wharf, where it was collected by J. Fletcher in 1898 and Braefoot, Saanich, by G. A. Hardy in 1943.","[SZCZAWINSKI TEXT DELETED BY HJ: Native of Europe; rare]","Cynodon dactylon","medium-high","yes",1,1,0,0,0,0,"yes","exotic","1898-07-24","J.R. Anderson","UBC","V018609","Victoria, Outer Wharf","1898-07-24","J.R. Anderson","UBC","V018609",NA,"yes","yes",NA,"Poaceae",NA,NA,"complete",NA,NA
"45","in progress","yes","Danthonia intermedia ssp. intermedia","no","no","no",NA,"TL","Listed in Henry's Flora as occurring at Goldstream; specimen not examined.","No voucher found at V for Henery's report. HLR Mt McDonald 1996.",NA,"No voucher found at V for Henery's report. HLR Mt McDonald 1996.","No voucher found at V for Henery's report. HLR Mt McDonald 1996. [SZCZAWINSKI TEXT DELETED BY HJ: Listed in Henry's Flora as occurring at Goldstream; specimen not examined.]","Danthonia intermedia","medium-high","yes",1,1,0,0,0,0,"yes","native","1996-06-20","H. Roemer","RBCM","V168181","Mount McDonald: W of access road, below SW peak","1996-06-20","H. Roemer","RBCM","V168181",NA,"yes","yes",NA,"Poaceae","species",NA,"complete",NA,NA
"46","in progress","yes","Dianthus barbatus ssp. barbatus","no","no","no","planted or waif or established? (EM)","EM",NA,NA,NA,NA,NA,"Dianthus barbatus","medium-high","no",19,16,0,0,0,15.79,"yes","exotic","2019-06-13","cleetusmanston","iNaturalist","https://www.inaturalist.org/observations/27128580","48.63207, -123.42209","2023-08-08","Noah How","iNaturalist","https://www.inaturalist.org/observations/177420252","48.479167, -123.30383","yes","yes","Sweet-William","Caryophyllaceae","species","60015","complete",NA,NA
"47","in progress","yes","Epilobium ciliatum ssp. ciliatum","no","no","no","subspecies not recognized by FPNW but is in BC Flora. iNat evidence not convincing. (EM)","EM",NA,NA,NA,NA,NA,"Epilobium ciliatum ciliatum","medium-high","yes",4,4,0,0,0,0,"yes","native","1908-06-13","J. Macoun","F","a7dd9638-a2d9-406a-bca1-d9a0db5de809","Oak Bay","25-Jun","Robt. Connell","WIS","577dfcdd-8bb3-4cc3-b081-abfbecdaf297","Victoria","yes","yes",NA,"Onagraceae","subspecies","53045","complete",NA,NA
"48","in progress","yes","Eucephalus engelmannii","no","no","no","FSBC = Flora of Southern British Columbia. (TL) Only one sighting from 1915, without specimen. Consider deleting? (EM) ","TL, EM","Listed in Henry's Flora as occurring in Victoria and Colwood; specimens not examined. (Eucephalus engelmanni Greene)","Listed in Henry's Flora as occurring in Victoria and Colwood; specimens not examined. CDC Explorer no area records.",NA,"Listed in Henry's Flora as occurring in Victoria and Colwood; specimens not examined. CDC Explorer no area records.","CDC Explorer no area records.","Eucephalus engelmannii","medium-high","yes",1,1,0,0,0,0,"yes","native","1915","J.K. Henry","FSBC","p.293","Colwood, Victoria","1915","J.K. Henry","FSBC","p.293",NA,"yes","yes",NA,"Asteraceae",NA,NA,"complete",NA,NA
"49","in progress","yes","Festuca idahoensis","no","no","no","Assign this row as Festuca roemeri var. roemeri or retain? (EM) Assign as Festuca roemeri var. roemeri (KM) Agree, Festuca roemeri var. romeri","EM, AM",NA,NA,NA,NA,NA,"Festuca idahoensis","medium-high","yes",5,4,0,0,0,20,"yes","native","1893-05-13","Macoun, John","CMN","3ee8f66b-3b31-b314-5ca2-13fe8c510101","Victoria Arm","1941-05-27","John W. Eastham","BBM","3C11B375-9418-764F-99B7-226980915E8C","thetis lake, Victoria","yes","yes","Idaho Fescue","Poaceae","species","61200","complete",NA,NA
"50","in progress","yes","Fragaria virginiana ssp. glauca","no","no","no","Note:  Fragaria virginiana  var. platypetala = Fragaria virginiana ssp. glauca Source: (Consortium of Pacific Northwest Herbaria) (TL). No iNat records, but plausible, convincing occurrences in San Juans (EM).","TL, EM","Open land; common throughout. (F. platypetala Rydb., F.v. patypetala)","Open land; common throughout.",NA,"Open land; common throughout.",NA,"Fragaria virginiana glauca","medium-high","yes",1,1,0,0,0,0,"yes","native","1912-05-19","J.K. Henry","UBC","V058217","Victoria","1912-05-19","J.K. Henry","UBC","V058217",NA,"yes","yes",NA,"Rosaceae",NA,NA,"complete",NA,NA
"51","in progress","yes","Galium spurium","no","no","no","Note: G.  spurium = G. aparine. Source: CPNWH","EM",NA,"Marr Ogden Point parking lot just above high tide 2007. H&C2018 synonymize with G. aparine ??","not in FPNW2","Marr Ogden Point parking lot just above high tide 2007. H&C2018 synonymize with G. aparine ??","Marr Ogden Point parking lot just above high tide 2007. H&C2018 synonymize with G. aparine ??","Galium spurium","medium-high","yes",13,2,0,0,0,84.62,"yes","exotic","2007-06-27","K. Marr","RBCM","V197407","Victoria: Ogden Point parking lot, beside Pilot House","2024-02-22","Gareth Larsen","iNaturalist","https://www.inaturalist.org/observations/200120604","48.447149, -123.496946","yes","yes","False Cleavers","Rubiaceae","species","208784","complete",NA,NA
"52","in progress","yes","Holcus mollis","no","no","no",NA,"TL, AM",NA,"Hollis Rd, Saanich - no details. O'Brian Playfair Park 2012.",NA,"Hollis Rd, Saanich - no details. O'Brian Playfair Park 2012.","Hollis Rd, Saanich - no details. O'Brian Playfair Park 2012.","Holcus mollis","medium-high","yes",4,3,0,0,0,25,"yes","exotic","1997-09-01","C. Knighton","RBCM","V169132","Royal British Columbia Musuem; Native Plant Garden","2012-06-26","Colleen O'Brien","RBCM","RBCM:Botany:V207293","Saanich District, Victoria: Playfair Park","yes","yes","Creeping Velvet Grass","Poaceae","species","77427","complete",NA,NA
"53","in progress","yes","Juncus canadensis","no","no","no","No convincing iNat records in region, but from adjacent regions (EM). ","EM",NA,NA,NA,NA,NA,"Juncus canadensis","medium-high","yes",2,1,0,0,0,50,"yes","exotic","1976-07-13","Adolf Ceska; Oldriska Ceska","RBCM","RBCM:Botany:V168300","Victoria: Interurban Road; flats behind Camosun College","1976-07-15","Adolf Ceska; Oldriska Ceska","RBCM","RBCM:Botany:V168300","Victoria: Interurban Road; flats behind Camosun College","yes","yes","Canada Rush","Juncaceae","species","84146","complete",NA,NA
"54","in progress","yes","Juncus filiformis","no","no","no","No records since 1955? But convincing records from adjacent regions (EM)","TL, EM","Wet ground, lakeshores, and coastal marshes; uncommon; known from the Uplands Park, Cedar Hill Cross Road, and Victoria.","Wet ground, lakeshores, and coastal marshes; uncommon; known from the Uplands Park, Cedar Hill Cross Road, and Victoria. Add Prospect L to range",NA,"Wet ground, lakeshores, and coastal marshes; uncommon; known from the Uplands Park, Cedar Hill Cross Road, and Victoria. Add Prospect L to range","Add Prospect L to range","Juncus filiformis","medium-high","yes",1,1,0,0,0,0,"yes","native","1955-06-08","M.C. Melburn","RBCM","V101049","Victoria; Uplands Park","1955-06-08","M.C. Melburn","RBCM","V101049",NA,"yes","yes",NA,"Juncaceae",NA,NA,"complete",NA,NA
"55","in progress","yes","Lepidium oxycarpum","no","no","no","Interesting discussion here: https://www.inaturalist.org/observations/68836673 (EM)","TL, EM",NA,"AC locations Victoria? E-flora maps show AC collection just offshore of Ghana??",NA,"AC locations Victoria? E-flora maps show AC collection just offshore of Ghana??","AC locations Victoria? E-flora maps show AC collection just offshore of Ghana??","Lepidium oxycarpum","medium-high","yes",3,1,0,0,0,33.33,"yes","native","1893-05-31","J.M. Macoun","GBIF","13128","Cadboro Bay","1893-05-31","J. Macoun","NY","e77d8263-1dcf-4119-b63c-0dfda326a476","Vancouver Island, vicinity of Victoria","yes","yes","Sharp-Pod Pepper-Grass","Brassicaceae","species","60155","complete",NA,NA
"56","in progress","yes","Lycopus americanus","no","no","no","Plausible, confirmed records in adjacent regions (EM). No records since 1961?","TL, EM","Wet ground and marshes; most abundant in Beaver and Elk Lakes.","Wet ground and marshes; most abundant in Beaver and Elk Lakes.",NA,"Wet ground and marshes; most abundant in Beaver and Elk Lakes.",NA,"Lycopus americanus","medium-high","yes",1,1,0,0,0,0,"yes","native","1961-07-31","J.A. Calder","WTU","WTU215770","Elk Lake, just N of Victoria","1961-07-31","J.A. Calder","WTU","WTU215770",NA,"yes","yes",NA,"Lamiaceae",NA,NA,"complete",NA,NA
"57","in progress","yes","Mentha gracilis","no","no","no","Note: Synonym = M. arvensis? TL; if considered synonymous with M. arvensis then this likely refers to Mentha canadensis (AS)","TL, AS","Native of Europe; reported from Victoria by L. J. Clark in 1968. (M. arvensis x spicata)","Might be the airport ditch mint - recollect.",NA,"Might be the airport ditch mint - recollect.","Might be the airport ditch mint - recollect. [SZCZAWINSKI TEXT DELETED BY HJ: Native of Europe; reported from Victoria by L. J. Clark in 1968. (M. arvensis x spicata)]","Mentha × gracilis","medium-high","yes",1,1,0,0,0,0,"yes","exotic","1989-09-02","T.C. Brayshaw","RBCM","V151684","Victoria; Glen Lake: east end of lake","1989-09-02","T.C. Brayshaw","RBCM","V151684",NA,"yes","yes",NA,"Lamiaceae",NA,NA,"complete",NA,NA
"58","in progress","yes","Panicum capillare","no","no","no","Not super confident in iNat obs, though there are a few research grade. No other records since 1976. (EM)","TL, EM","Listed in A Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands; Victoria; specimen not examined.","A&OC Langford 1976",NA,"A&OC Langford 1976","A&OC Langford 1976 [SZCZAWINSKI TEXT DELETED BY HJ: Listed in A Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands; Sidney; specimen not examined.]","Panicum capillare","medium-high","yes",6,4,0,0,0,33.33,"yes","native","1976-07-29","A.&O. Ceska","BBC/UBC","V217602","Langford, small lake between Highway and Old Island Highway","1976-07-29","Adolf Ceska","CPNWH","77bc8647-c1d6-4727-a962-74ec80b29d20","48.45, -123.516667","yes","yes","Witch Grass","Poaceae","species","78337","complete",NA,NA
"59","in progress","yes","Petasites hybridus","no","no","no","Unsure whether planted or established (EM)","EM",NA,NA,NA,NA,NA,"Petasites hybridus","medium-high","no",14,10,0,0,0,28.57,"yes","exotic","2019-04-13","sinaberndt","iNaturalist","https://www.inaturalist.org/observations/22178323","48.460075, -123.316017","2024-04-06","owengent","iNaturalist","https://www.inaturalist.org/observations/205784588","48.460025, -123.316063","yes","yes","Common Butterbur","Asteraceae","species","55850","complete",NA,NA
"60","in progress","yes","Petasites japonicus","no","no","no","Unsure whether planted or established (EM)","EM",NA,NA,NA,NA,NA,"Petasites japonicus","medium-high","no",18,15,0,0,0,16.67,"yes","exotic","2019-06-13","patem","iNaturalist","https://www.inaturalist.org/observations/26930081","48.563275, -123.469389","2025-04-13","liamhodgins","iNaturalist","https://www.inaturalist.org/observations/270339635","48.413205, -123.366242","yes","yes","Giant Butterbur","Asteraceae","species","129038","complete",NA,NA
"61","in progress","yes","Phragmites australis","no","no","no","One iNat obs by Garry Fletcher (EM) https://www.inaturalist.org/observations/88784249.","EM",NA,NA,NA,NA,NA,"Phragmites australis","medium-high","yes",6,1,0,0,0,33.33,"yes","native","1908-07-13","John Mcoun","CAN","RBCM:Botany:V000650","Swan Lake near Victoria","1914-07-16","John Macoun","RBCM","RBCM:Botany:V000650","Elk Lake: head of lake","yes","yes","Common Reed","Poaceae","species","64237","complete",NA,NA
"62","in progress","yes","Phragmites australis ssp. americanus","no","no","no","One iNat obs by Garry Fletcher (EM) https://www.inaturalist.org/observations/88784249.","EM",NA,NA,NA,NA,NA,"Phragmites australis americanus","medium-high","yes",4,1,0,0,0,25,"yes","native","1914-07-13","Garry Fletcher","V","https://www.inaturalist.org/observations/26642569","Head of Elk Lake, Victoria, Victoria Island","2019-06-08","Garry Fletcher","iNaturalist","https://www.inaturalist.org/observations/26642569","48.369537, -123.531113","yes","yes","American Common Reed","Poaceae","subspecies","205873","complete",NA,NA
"63","in progress","yes","Plantago bigelovii","no","no","no",NA,NA,NA,NA,NA,NA,NA,"Plantago bigelovii","medium-high","yes",16,13,0,0,0,18.75,"no","native","1887-05-13","J. Macoun","NY","712a6405-c78b-4be5-b12a-247c3089dc9e","Vancouver Island, Gordon Head","23-May","Dr. C.F. Newcombe","MACF","b5edacb9-f158-404e-8c94-441f0a4a3b7a","V.I., Victoria","yes","yes","Bigelow's Plantain","Plantaginaceae","species","166998","complete",NA,NA
"64","in progress","yes","Poa nemoralis","no","no","no","Note: NY = The New York Botanical Garden Herbarium TL","TL","Native of Europe; rare; known only from a wooded area in the Gorge, where it was collected by J. W. Eastham in 1939.","Native of Europe; rare; known only from a wooded area in the Gorge, where it was collected by J. W. Eastham in 1939. (???) HLR Mt Douglas.",NA,"Native of Europe; rare; known only from a wooded area in the Gorge, where it was collected by J. W. Eastham in 1939. HLR Mt Douglas.","HLR Mt Douglas.","Poa nemoralis","medium-high","yes",4,3,0,0,0,25,"yes","exotic","1908-07-18","J.M. Macoun","NY","1792152","Vicinity of Victoria","1939-06-11","John Eastham","RBCM","RBCM:Botany:V011906","Victoria: the Gorge","yes","yes","Wood Meadow-Grass","Poaceae","species","78649","complete",NA,NA
"65","in progress","yes","Potamogeton foliosus","no","no","no","Plausible, found on San Juans, but no records since 1992 for Saanich. ","TL, EM",NA,"TCB 1992 single collection, Elk Lake, Saanich.",NA,"TCB 1992 single collection, Elk Lake, Saanich.","TCB 1992 single collection, Elk Lake, Saanich.","Potamogeton foliosus","medium-high","yes",1,1,0,0,0,0,"yes","native","1992-08-03","T.C. Brayshaw","RBCM","V177639","Saanich Peninsula; Elk Lake: E side of lake just N of Eagle Beach","1992-08-03","T.C. Brayshaw","RBCM","V177639",NA,"yes","yes",NA,"Potamogetonaceae",NA,NA,"complete",NA,NA
"66","in progress","yes","Potamogeton pusillus","no","no","no","Retain binomial; alternate infrataxon recognized as a species in its own right on this list. No records since 1988.","TL, EM","Lakes and ponds; Beaver, Elk, and the lakes in the Highland district; locally common.","Lakes and ponds; Beaver, Elk, and the lakes in the Highland district; locally common. P. pusillus var. tenuissimus now considered P. berchtoldii.",NA,"Lakes and ponds; Beaver, Elk, and the lakes in the Highland district; locally common. P. pusillus var. tenuissimus now considered P. berchtoldii.","P. pusillus var. tenuissimus now considered P. berchtoldii.","Potamogeton pusillus","medium-high","yes",1,1,0,0,0,0,"yes","native","1988-08-14","T.C. Brayshaw","RBCM","V149596","Thetis Lake: Victoria","1988-08-14","T.C. Brayshaw","RBCM","V149596",NA,"yes","yes",NA,"Potamogetonaceae",NA,NA,"complete",NA,NA
