"class","order","family","taxonName","linkName","n_total","has_voucher","introduction_status","occurrence_status","last_record_date","last_record_year","first_record_date","first_record_year","first_record_observer","first_record_source","first_record_ID","first_record_location","commonName","is_graminoid","taxonRank","is_infra_taxon","direct_solow_pp"
"Magnoliopsida","Brassicales","Brassicaceae","Erysimum cheiri","Erysimum cheiri; Erysimum × cheiri",93,"yes","exotic","confirmed","2025-04-22","2025","1994-04-02","1994","T.C. Brayshaw","RBCM","V172690","Victoria; Clover Point: ca 400 m W of point","Wallflower","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Hesperis matronalis","Hesperis matronalis",230,"yes","exotic","confirmed","2024-12-08","2024","1913-06-04","1913","J.M. Macoun","RBCM","V002189","Seaside Thomas Greening","Dame's Rocket","no","species","no",NA
"Magnoliopsida","Brassicales","Brassicaceae","Idahoa scapigera","Idahoa scapigera",23,"yes","native","confirmed","2023-04-12","2023","1887-05-18","1887","J.M. Macoun","DAO","V12506","Mount Finlayson","Scapose Scalepod","no","species","no",0.985507246376812
"Magnoliopsida","Brassicales","Brassicaceae","Ionopsidium acaule","Ionopsidium acaule",3,"yes","exotic","confirmed","2013-03-20","2013","1990-03-13","1990","Job Kuijt; Adolf Ceska; Oldriska Ceska","RBCM","RBCM:Botany:V155057","Victoria; Ten Mile Point: Miramontes Avenue; front of R.W. Sandiland residence",NA,"no","species","no",0.657142857142857
"Magnoliopsida","Brassicales","Brassicaceae","Isatis tinctoria","Isatis tinctoria",1,"no","exotic","new","2021-04-06","2021","1928-07-01","1928","J. Travis","RBCM","V020069","Shawnigan Lake","Woad","no","species","no",0.971223021582734
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium campestre","Lepidium campestre",152,"yes","exotic","confirmed","23-May","23-M","1923-05-01","1923","Raven","RBCM","V006437","South Saanich","Field Peppergrass","no","species","no",-18.6274509803922
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium densiflorum","Lepidium densiflorum",8,"yes","native","confirmed","2017-04-22","2017","1913-07-15","1913","J.M. Macoun","RBCM","V002193","Oak Bay: Uplands","Common Peppergrass","no","species","no",0.973214285714286
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium didymum","Lepidium didymum",38,"yes","exotic","confirmed","2024-07-08","2024","1966-04-12","1966","A. Hockley","RBCM","V100999","Beacon Hill Park; near sea","Lesser Swine-Cress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium draba","Lepidium draba",4,"yes","exotic","unconfirmed","1956-06-12","1956","1900-05-15","1900","J.R. Anderson","RBCM","V002203","James Bay Flats",NA,"no","species","no",0.448
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium heterophyllum","Lepidium heterophyllum",242,"yes","exotic","confirmed","2025-05-01","2025","1923-01-01","1923","G. Copley","RBCM","V006657","Telegraph Bay","Smith's Cress","no","species","no",NA
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium oxycarpum","Lepidium oxycarpum",3,"yes","native","confirmed","1893-05-31","1893","1893-05-31","1893","J.M. Macoun","GBIF","13128","Cadboro Bay","Sharp-Pod Pepper-Grass","no","species","no",0.96969696969697
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium ruderale","Lepidium ruderale",3,"yes","exotic","unconfirmed","1966-05-25","1966","1966-05-25","1966","A.S. Harrison","CNWPH","2508974","Saanich; Island View Beach",NA,"no","species","no",0.575539568345324
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium sativum","Lepidium sativum",5,"yes","exotic","confirmed","1913-07-22","1913","1913-07-22","1913","J.M. Macoun","RBCM","V002191","Sidney",NA,"no","species","no",NA
NA,NA,"Brassicaceae","Lepidium strictum","Lepidium strictum",1,"yes","unknown","unconfirmed","1921","1921","1921","1921","J.M. Macoun","RBCM","p. no.","Victoria",NA,"no","species","no",0.251798561151079
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium virginicum ssp. menziesii","Lepidium virginicum menziesii",32,"yes","native","confirmed","2024-12-11","2024","1896-06-13","1896","James R. Anderson","CPNWH","172d5e3b-a090-4d3a-af6d-4c78cbb53993","48.45, -123.3","Menzies' Pepperweed","no","species","yes",0.999502487562189
"Magnoliopsida","Brassicales","Brassicaceae","Lepidium virginicum ssp. pubescens","Lepidium virginicum",88,"yes","native","confirmed","2024-10-26","2024","1896-06-14","1896","J.R. Anderson","RBCM","V002202","Oak Bay","Virginia Pepperweed","no","species","yes",NA
"Magnoliopsida","Brassicales","Brassicaceae","Lobularia maritima","Lobularia maritima",84,"yes","exotic","confirmed","2024-10-31","2024","1913-09-04","1913","J.M. Macoun","RBCM","V002064","Sidney","Sweet Alyssum","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Lunaria annua","Lunaria annua",507,"yes","exotic","confirmed","2025-05-01","2025","1969-05-12","1969","unknown","WTU","327247A","Mount Douglas","Annual Honesty","no","species","no",1
NA,NA,"Brassicaceae","Nasturtium microphyllum","Nasturtium microphyllum",8,"yes","exotic","unconfirmed","1992-05-16","1992","1947-06-05","1947","J. Wagg","RBCM","V028582","Cowichan Lake",NA,"no","species","no",0.576923076923077
"Magnoliopsida","Brassicales","Brassicaceae","Nasturtium officinale","Nasturtium officinale",136,"yes","exotic","confirmed","2024-09-23","2024","1912-06-26","1912","J.M. Macoun","RBCM","V002216","Sidney","Watercress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Neslia paniculata","Neslia paniculata",4,"yes","exotic","unconfirmed","1932-07-14","1932","1913-06-26","1913","J.R. Anderson","RBCM","V002208","Sidney: in the Park",NA,"no","species","no",0.169642857142857
"Magnoliopsida","Brassicales","Brassicaceae","Raphanus raphanistrum","Raphanus raphanistrum",193,"yes","exotic","confirmed","30-Jun","30-J","1921-09-05","1921","C.F. Newcombe","RBCM","V052800","Victoria; Prospect Lake","Wild Radish","no","species","no",-18.1826923076923
"Magnoliopsida","Brassicales","Brassicaceae","Raphanus sativus","Raphanus raphanistrum sativus",43,"yes","exotic","confirmed","2022-07-24","2022","1897-06-09","1897","J.R. Anderson","RBCM","V002230","Victoria; Gordon Head","Garden Radish","no","species","no",0.984375
"Magnoliopsida","Brassicales","Brassicaceae","Rorippa amphibia","Rorippa amphibia",2,"no","exotic","new","2024-03-23","2024","2021-10-13","2021","Christina McNeice","iNaturalist","https://www.inaturalist.org/observations/102619344","48.524275, -123.383813","Amphibious Yellowcress","no","species","no",0.75
"Magnoliopsida","Brassicales","Brassicaceae","Rorippa curvipes","Rorippa curvipes",5,"yes","native","unconfirmed","1927-06-22","1927","1922-06-03","1922","G. Copley","RBCM","V006320","Victoria",NA,"no","species","no",0.0841121495327103
"Magnoliopsida","Brassicales","Brassicaceae","Rorippa curvisiliqua","Rorippa curvisiliqua",58,"yes","native","confirmed","2023-06-27","2023","1896-06-06","1896","J.R. Anderson","RBCM","V002220","Victoria; Esquimalt","Curvepod Yellowcress","no","species","no",0.992424242424243
"Magnoliopsida","Brassicales","Brassicaceae","Rorippa palustris ssp. palustris","Rorippa palustris",25,"yes","native","confirmed","2022-07-23","2022","1915-01-01","1915","C.F. Newcombe","RBCM","V041008"," Oak Bay: Uplands","Bog Yellowcress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Rorippa sylvestris","Rorippa sylvestris",23,"yes","exotic","confirmed","1970-07-24","1970","1937-07-03","1937","C. McTavish","RBCM","V010235A","Sidney","Creeping Yellowcress","no","species","no",0.990909090909091
"Magnoliopsida","Brassicales","Brassicaceae","Sinapis arvensis","Sinapis arvensis; Mutarda arvensis",68,"yes","exotic","confirmed","2024-12-19","2024","1895-05-13","1895","James R. Anderson","CPNWH","24546ab0-d228-4d16-8888-42c721e1f2a6","48.433333, -123.366667","Charlock","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium altissimum","Sisymbrium altissimum",11,"yes","exotic","confirmed","2022-04-30","2022","1913-07-07","1913","J.M. Macoun","RBCM","V002233","Sidney, shingle mill","Tall Tumblemustard","no","species","no",0.973214285714286
"Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium loeselii","Sisymbrium loeselii",3,"yes","exotic","unconfirmed","1970-07-24","1970","1970-07-24","1970","M.C. Melburn","RBCM","V100983","Victoria 2455 Hamiota St.",NA,"no","species","no",0.60431654676259
"Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium officinale","Sisymbrium officinale",514,"yes","exotic","confirmed","2025-04-28","2025","1894-07-16","1894","J.R. Anderson","RBCM","V002241","Victoria","Hedge Mustard","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Teesdalia nudicaulis","Teesdalia nudicaulis",754,"yes","exotic","confirmed","2025-04-27","2025","1952-05-06","1952","C. Lowe","RBCM","V022773","Victoria: at collector's home","Shepherd's Cress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Thlaspi arvense","Thlaspi arvense",27,"yes","exotic","confirmed","2024-06-10","2024","1896-07-15","1896","J.R. Anderson","RBCM","V002256","Victoria; Cedar Hill: Broadmead","Field Penny-Cress","no","species","no",0.992248062015504
"Magnoliopsida","Brassicales","Brassicaceae","Thysanocarpus curvipes","Thysanocarpus curvipes",60,"yes","native","confirmed","2025-04-23","2025","1915-04-01","1915","C.F. Newcombe","RBCM","V039955","Saanich; Observatory Hill","Sand Fringepod","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Turritis glabra","Turritis glabra",41,"yes","exotic","confirmed","2023-05-01","2023","1899-01-01","1899","J.R. Anderson","RCBM","V002079","Victoria; Esquimalt","Tower Mustard","no","species","no",1
"Liliopsida","Alismatales","Butomaceae","Butomus umbellatus","Butomus umbellatus",3,"no","exotic","new","2023-06-27","2023","2022-08-13","2022","paper crow","iNaturalist","https://www.inaturalist.org/observations/130159349","48.472208, -123.297428","Flowering-Rush","no","species","no",0.333333333333333
"Magnoliopsida","Buxales","Buxaceae","Buxus sempervirens","Buxus sempervirens",2,"yes","exotic","confirmed","2021-07-10","2021","1947-07-13","1947","Thomas M.C. Taylor","BBM","73B0196A-5BA0-5544-BA1F-6065485A30B2","Ex. Hort, Dom. Experimental Farm, Saanichton","Common Box","no","species","no",0.948717948717949
"Magnoliopsida","Nymphaeales","Cabombaceae","Brasenia schreberi","Brasenia schreberi",42,"yes","native","confirmed","2024-09-16","2024","1989-09-03","1989","T.C. Brayshaw","RCBM","V151694","Victoria; Glen Lake","Watershield","no","species","no",1
"Magnoliopsida","Caryophyllales","Cactaceae","Opuntia fragilis","Opuntia fragilis",159,"yes","native","confirmed","2025-04-25","2025","1898","1898","Phipps","FSP","p. 73","Gordon Head","Brittle Pricklypear","no","species","no",1
NA,NA,"Cactaceae","Opuntia polyacantha","Opuntia polyacantha",NA,"no","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","species","no",NA
"Magnoliopsida","Asterales","Campanulaceae","Campanula medium","Campanula medium",17,"yes","exotic","confirmed","2024-07-06","2024","1976-07-15","1976","A.&O. Ceska","RBCM","V192813","Saanich Peninsula Wallace Drive, near water reservoir","Canterbury-Bells","no","species","no",1
"Magnoliopsida","Asterales","Campanulaceae","Campanula persicifolia","Campanula persicifolia",53,"yes","exotic","new","2024-06-10","2024","2007-06-13","2007","Kendrick Marr","RBCM","RBCM:Botany:V201521","Tod Inlet: Tod Inlet","Peach-Leaved Bellflower","no","species","no",0.944444444444444
"Magnoliopsida","Asterales","Campanulaceae","Campanula poscharskyana","Campanula poscharskyana",50,"no","exotic","new","2024-12-07","2024","2019-01-13","2019","Kate McKeown","iNaturalist","https://www.inaturalist.org/observations/19920166","48.444659, -123.321673","Trailing Bellflower","no","species","no",1
"Magnoliopsida","Asterales","Campanulaceae","Campanula rapunculoides","Campanula rapunculoides",62,"yes","exotic","confirmed","2024-07-06","2024","1976-07-13","1976","Adolf Ceska; Oldriska Ceska","RBCM","RBCM:Botany:V192814","Victoria; Portage Inlet: from Helmcken Road","Creeping Bellflower","no","species","no",1
"Magnoliopsida","Asterales","Campanulaceae","Campanula rotundifolia","Campanula rotundifolia",2,"yes","native","unconfirmed","1976-07-09","1976","1976-07-09","1976","A.&O. Ceska","RBCM","V192809","William Head (Dr. Wilfred Schofield's locality of Limnanthes)",NA,"no","species","no",0.647482014388489
"Magnoliopsida","Asterales","Campanulaceae","Campanula scouleri","Campanula scouleri",125,"yes","native","confirmed","2025-04-25","2025","1894-07-15","1894","J.R. Anderson","UBC","V7064","Esquimalt","Scouler's Harebell","no","species","no",1
"Magnoliopsida","Asterales","Campanulaceae","Githopsis specularioides","Githopsis specularioides",3,"yes","native","confirmed","1977-06-04","1977","1926-05-08","1926","R. Connell","RBCM","V007858","Sooke; Empress Mountain","Common Bluecup","no","species","no",0.916666666666667
"Magnoliopsida","Asterales","Campanulaceae","Heterocodon rariflorus","Heterocodon rariflorum",37,"yes","native","confirmed","2024-06-29","2024","1976-07-06","1976","A.&O. Ceska","RBCM","V173693","Victoria; Uplands Park","Western Pearlflower","no","species","no",0.979591836734694
"Magnoliopsida","Asterales","Campanulaceae","Lobelia pedunculata","Lobelia pedunculata",17,"no","exotic","new","2024-08-20","2024","2019-08-13","2019","J Straka","iNaturalist","https://www.inaturalist.org/observations/30006897","48.413488, -123.370623","Matted Pratia","no","species","no",1
"Magnoliopsida","Asterales","Campanulaceae","Triodanis perfoliata ssp. perfoliata","Triodanis perfoliata",4,"yes","native","unconfirmed","1996-06-05","1996","1896-07-12","1896","J.R. Anderson","RBCM","V004797","Victoria",NA,"no","species","no",0.775193798449612
"Magnoliopsida","Rosales","Cannabaceae","Humulus lupulus var. neomexicanus","Humulus neomexicanus",11,"no","unknown","new","2023-10-17","2023","2019-09-13","2019","mikasa","iNaturalist","https://www.inaturalist.org/observations/33656647","48.442607, -123.339617","Western Hop","no","species","no",0.833333333333333
"Magnoliopsida","Dipsacales","Caprifoliaceae","Centranthus ruber","Centranthus ruber",131,"yes","exotic","new","2025-04-26","2025","2003-05-14","2003","K. Marr","RBCM","V188492","Victoria; Point Hope Shipyard: N end of Harbour Rd. beside Galloping Goose Regional Trail","Red Valerian","no","species","no",1
"Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus fullonum","Dipsacus fullonum",339,"yes","exotic","new","2025-04-28","2025","2007-09-17","2007","K. Marr","RBCM","V197628","View Royal: Galloping Goose Trail beside Victoria General Hospital","Wild Teasel","no","species","no",1
"Magnoliopsida","Dipsacales","Caprifoliaceae","Linnaea borealis ssp. longiflora","Linnaea borealis; Linnaea borealis longiflora",474,"yes","native","confirmed","2025-05-01","2025","1962-06-28","1962","J. Hett","UBC","V101235","Vancouver Island, Capital Regional District, East Sooke","Twinflower; Longtube Twinflower","no","species","no",1
"Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera ciliosa","Lonicera ciliosa",870,"yes","native","confirmed","2025-04-28","2025","1950-05-17","1950","V.J. Krajina, R.H. Spilsbury","UBC","V53710","Saanich","Orange Honeysuckle","no","species","no",1
"Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera fragrantissima","Lonicera fragrantissima",11,"no","exotic","new","2024-06-22","2024","2020-01-13","2020","laurainvictoria","iNaturalist","https://www.inaturalist.org/observations/37953514","48.502548, -123.357182","Winter Honeysuckle","no","species","no",0.8
"Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera hispidula","Lonicera hispidula",890,"yes","native","confirmed","2025-04-25","2025","1981-03-15","1981","R.T. Ogilvie","RBCM","V162584","D'Arcy Island: west shore","Pink Honeysuckle","no","species","no",1
"Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera involucrata var. involucrata","Lonicera involucrata involucrata; Lonicera involucrata",240,"yes","native","confirmed","2025-05-01","2025","1935-08-25","1935","A.M. Clemens","UBC","V136295","Beaver Lake","Bearberry Honeysuckle; Twinberry Honeysuckle","no","species","no",1
"Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis brachystemon","Plectritis congesta brachystemon",19,"no","native","new","2024-05-03","2024","1912-05-01","1912","Anonymous","UBC","V66425","Victoria, Admiral's Road","Pink Plectritis","no","species","no",0.9
"Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis congesta","Plectritis congesta",1738,"yes","native","confirmed","2025-04-28","2025","1912-05-01","1912","J.K. Henry","UBC","V66411","Goldstream, south of Langford Lake","Shortspur Seablush","no","species","no",1
"Magnoliopsida","Dipsacales","Caprifoliaceae","Plectritis macrocera","Plectritis macrocera",77,"yes","native","confirmed","2025-04-25","2025","1987-05-07","1987","A.&O. Ceska","RBCM","V162793","Victoria: small lake SW of Florence Lake between highway 1 & 1A","Longhorn Seablush","no","species","no",1
"Magnoliopsida","Dipsacales","Caprifoliaceae","Symphoricarpos albus","Symphoricarpos albus",5300,"yes","native","confirmed","2025-04-28","2025","1939-06-05","1939","D.C. Buckland","UBC","V7440","Victoria","Common Snowberry","no","species","no",1
